provider_name,provider_url,name,url,address,care_types,price,rating,image_url,description,page_num
ALG Senior,https://www.seniorly.com/providers/alg-senior,Woodhaven Court,https://www.seniorly.com/assisted-living/north-carolina/albemarle/woodhaven-court,"1930 Woodhaven Court, Albemarle, NC 28001","Assisted Living, Memory Care","From $4,620",8.6,https://cdn.seniorly.com/images/1200x/5b5bce1496620db437892976d82348c6/WoodhavenCourt_Photos_01_Seniorly.JPG,"Woodhaven Court stands as a beacon of compassionate and comprehensive senior living, offering a nurturing environment for those seeking assisted living and memory care. The community prides itself on personalized care that respects the independence and unique needs of each resident. Residents at Woodhaven Court benefit from a robust array of care services, including assistance with daily tasks suc...",1
ALG Senior,https://www.seniorly.com/providers/alg-senior,Woodhaven Court,https://www.seniorly.com/assisted-living/north-carolina/albemarle/woodhaven-court,"1930 Woodhaven Court, Albemarle, NC 28001","Assisted Living, Memory Care","From $4,620",8.6,https://cdn.seniorly.com/images/1200x/5b5bce1496620db437892976d82348c6/WoodhavenCourt_Photos_01_Seniorly.JPG,"Woodhaven Court stands as a beacon of compassionate and comprehensive senior living, offering a nurturing environment for those seeking assisted living and memory care. The community prides itself on personalized care that respects the independence and unique needs of each resident. Residents at Woodhaven Court benefit from a robust array of care services, including assistance with daily tasks suc...",1
ALG Senior,https://www.seniorly.com/providers/alg-senior,Somerset Court Of Goldsboro,https://www.seniorly.com/assisted-living/north-carolina/goldsboro/somerset-court-of-goldsboro,"603 Lockhaven Court, Goldsboro, NC 27530",Assisted Living,"From $5,850",8.6,https://cdn.seniorly.com/images/1200x/1a0a8ed54f4c171866dee501570ab39d8a4ef11d/Screen%20Shot%202023-01-06%20at%204.14.38%20PM.png,"Nestled in a welcoming neighborhood, Somerset Court of Goldsboro stands as a beacon of comprehensive senior care and vibrant living. This community is dedicated to providing residents with a holistic approach to well-being, ensuring that each individual receives personalized attention and support. With a focus on health and medical services, Somerset Court offers a wide range of on-site care optio...",1
ALG Senior,https://www.seniorly.com/providers/alg-senior,The Gardens Of Pamlico,https://www.seniorly.com/assisted-living/north-carolina/grantsboro/the-gardens-of-pamlico,"22 Magnolia Way, Grantsboro, NC 28529","Assisted Living, Memory Care","From $3,900",8.6,https://cdn.seniorly.com/images/1200x/a2b885476e581def901159ba65c70c655142f4d0/Screen%20Shot%202023-01-06%20at%204.26.26%20PM.png,"The Gardens of Pamlico is a welcoming senior living community that offers residents a vibrant and active lifestyle, enriched by personalized care and medical services. Nestled in the heart of a friendly neighborhood, the community is surrounded by essential amenities such as Nova Urgent Care Pamlico, Pamlico Pharmacy, and several cafes and parks, ensuring residents have access to quality healthcar...",1
ALG Senior,https://www.seniorly.com/providers/alg-senior,Golden Pond Communities,https://www.seniorly.com/assisted-living/florida/winter-garden/golden-pond-communities,"402 Lakeview Road, Winter Garden, FL 34787",Assisted Living,"From $4,820",8.9,https://cdn.seniorly.com/images/1200x/38e4fabd157cfcd36d500d1408f9839883cbaa46/golden-pond-communities-winter-garden_05.png,"Golden Pond Communities is a vibrant senior living community that places a strong emphasis on exceptional care and medical services. Nestled in the heart of Winter Garden, Florida, this large community offers a welcoming environment where residents can enjoy peace of mind knowing that their health and well-being are top priorities. The community is equipped with a comprehensive range of healthcare...",1
ALG Senior,https://www.seniorly.com/providers/alg-senior,Mt. Pleasant House,https://www.seniorly.com/assisted-living/north-carolina/mount-pleasant/mt-pleasant-house,"935 Page Drive, Mount Pleasant, NC 28124",Assisted Living,"From $5,600",8.6,https://cdn.seniorly.com/images/1200x/923c350e2df7ac451ca3db330993cd33ec7aeee4/Mt.%20Pleasant%20House_01.jpeg,"Nestled in the heart of a welcoming neighborhood, Mt. Pleasant House stands as a beacon of comfort and care for seniors seeking a vibrant community life. This large assisted living community is renowned for its comprehensive care and medical services, ensuring residents receive the attention they deserve. With a focus on personalized care, residents benefit from services such as 12 to 16-hour nurs...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Mitchell House,https://www.seniorly.com/assisted-living/north-carolina/spruce-pine/mitchell-house,"13681 Highway 226 South, Spruce Pine, NC 28777","Assisted Living, Memory Care","From $4,300",8.6,https://cdn.seniorly.com/images/1200x/159051b220da3743801585273ee349fc/MitchellHouse_Photos_01_Seniorly.jpg,"Mitchell House stands as a beacon of compassionate care and community spirit in the heart of North Carolina. This expansive senior living community is nestled in the scenic locale of Spruce Pine, offering a serene and supportive environment for its residents. Known for its comprehensive care services, Mitchell House provides an array of medical and wellness options, ensuring that every resident re...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Somerset Court Of Mocksville,https://www.seniorly.com/assisted-living/north-carolina/mocksville/somerset-court-of-mocksville,"150 Ken Dwiggins Drive, Mocksville, NC 27028",Assisted Living,"From $4,400",8.6,https://cdn.seniorly.com/images/1200x/75d4b1f27af97e481d5b147ae293baf77e99abaf/Screen%20Shot%202023-01-06%20at%204.16.40%20PM.png,"Nestled in the heart of North Carolina, Somerset Court of Mocksville offers a vibrant and supportive environment for seniors looking to maintain their independence while receiving exceptional care. With a focus on holistic well-being, this community ensures that residents live their best lives through a variety of personalized services and amenities. Somerset Court of Mocksville is dedicated to p...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Somerset Court Of Goldsboro,https://www.seniorly.com/assisted-living/north-carolina/goldsboro/somerset-court-of-goldsboro,"603 Lockhaven Court, Goldsboro, NC 27530",Assisted Living,"From $5,850",8.6,https://cdn.seniorly.com/images/1200x/1a0a8ed54f4c171866dee501570ab39d8a4ef11d/Screen%20Shot%202023-01-06%20at%204.14.38%20PM.png,"""Hello Somerset staff! I am Apostle, Dr. Ellis Melvin, my mother is Minister Ella Gamble who lives in your residence. Thank you for taking care of my mother and showing her kindness and love may God continue to bless you and the residence…."" - Dr. Ellis",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Wexford House,https://www.seniorly.com/assisted-living/north-carolina/denver/wexford-house,"3900 Wexford Lane, Denver, NC 28037",Assisted Living,"From $6,900",8.4,https://cdn.seniorly.com/images/1200x/33b07b0971f38a4862612ded07145966/WexfordHouse_Photos_03_Seniorly.jpg,"Wexford House stands as a beacon of comfort and care in the heart of Denver, North Carolina. As a large assisted living community, it offers an array of comprehensive care services tailored to meet the diverse needs of its residents. With 12-16 hour nursing care, mental wellness programs, and meticulous medication management, residents can rest assured knowing their health is in capable hands. The...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Woodhaven Court,https://www.seniorly.com/assisted-living/north-carolina/albemarle/woodhaven-court,"1930 Woodhaven Court, Albemarle, NC 28001","Assisted Living, Memory Care","From $4,620",8.6,https://cdn.seniorly.com/images/1200x/5b5bce1496620db437892976d82348c6/WoodhavenCourt_Photos_01_Seniorly.JPG,"""We love Woodhaven Court! Super clean and the staff truly cares!"" - Stacy A.",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Ahoskie House,https://www.seniorly.com/memory-care/north-carolina/ahoskie/ahoskie-house,"407 Loftin Lane S, Ahoskie, NC 27910",Memory Care,"From $4,900",8,https://cdn.seniorly.com/images/1200x/444adda6c10d4cac775fbf1522a6dab83e917b75/Screen%20Shot%202023-01-06%20at%201.18.28%20PM.png,"Ahoskie House stands as a beacon of warmth and support, offering a comprehensive range of care and medical services to its residents. The community prides itself on providing a safe and nurturing environment where residents can thrive. With a focus on memory care and respite care, Ahoskie House ensures that each resident receives personalized attention and assistance with daily activities such as ...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Carteret House,https://www.seniorly.com/assisted-living/north-carolina/newport/carteret-house,"3020 Market Street, Newport, NC 28570",Assisted Living,"From $4,500",7.7,https://cdn.seniorly.com/images/1200x/b1ea9b24d0d0ae80a547bcc50cef9a64/CarteretHouse_Photos_01_Seniorly.jpg,"Carteret House is a premier senior living community that truly embodies the essence of a warm and caring environment for its residents. The facility is renowned for its commitment to providing top-notch care and medical services. With a dedicated team of healthcare professionals, residents receive personalized attention to meet their unique needs. The staff at Carteret House ensures that each indi...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Cambridge House,https://www.seniorly.com/assisted-living/north-carolina/hildebran/cambridge-house-hildebran,"114 10th Street Northeast, Hildebran, NC 28637",Assisted Living,"From $4,500",7.7,https://cdn.seniorly.com/images/1200x/f6f2629e3dbc4c4f3f83f0d9e84c45b5/CambridgeHouse_Photos_01_Seniorly.jpg,"Cambridge House stands as a beacon of support and care in the heart of Hildebran, North Carolina. As a large and welcoming senior living community, it offers a comprehensive range of medical and wellness services designed to meet the needs of its residents. With 12-16 hour nursing care and a 24-hour call system, Cambridge House ensures that assistance is always available. Its dedicated staff provi...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Kingsbridge House,https://www.seniorly.com/memory-care/north-carolina/brevard/kingsbridge-house,"10 Sugar Loaf Road, Brevard, NC 28712",Memory Care,"From $5,100",8,https://cdn.seniorly.com/images/1200x/e4ced31a13508fd2af7c387eee44caea5f152293/Screen%20Shot%202023-01-06%20at%203.32.24%20PM.png,"Kingsbridge House is a distinguished senior living community that offers a holistic approach to memory care, catering to individuals with Alzheimer's and other forms of dementia. The community places a strong emphasis on personalized care, ensuring that residents receive tailored support that meets their unique needs. This approach includes a range of therapeutic techniques such as validation ther...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Pee Dee Gardens,https://www.seniorly.com/assisted-living/south-carolina/florence/pee-dee-gardens,"3117 West Palmetto Street, Florence, SC 29501","Assisted Living, Memory Care","From $4,660",7.7,https://cdn.seniorly.com/images/1200x/e18f30738d7ae9bc4b670974eeb0976d/Screenshot%25202018-06-08%2520at%25205.15.10%2520PM.png,"Pee Dee Gardens is a vibrant senior living community that places a strong emphasis on exceptional care and comprehensive medical services. Residents can feel secure knowing that the community provides a range of healthcare services, including 12-16 hour nursing care, 24-hour supervision, and a robust medication management program. The dedicated staff assists with daily activities such as bathing, ...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,New Hanover House,https://www.seniorly.com/assisted-living/north-carolina/wilmington/new-hanover-house,"3915 Stedwick Court, Wilmington, NC 28412","Assisted Living, Memory Care","From $3,800",7.7,https://cdn.seniorly.com/images/1200x/dd7a211f274db04d537d978ed855ff98668ce690/Screen%20Shot%202023-01-06%20at%203.55.01%20PM.png,"New Hanover House offers a welcoming abode for seniors seeking a supportive and enriching living environment. This senior living community places a strong emphasis on providing comprehensive care and medical services tailored to meet the individual needs of each resident. With a dedicated team of caregivers available around the clock, residents receive assistance with daily activities such as bath...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Mint Hill Senior Living,https://www.seniorly.com/assisted-living/north-carolina/charlotte/mint-hill-senior-living,"10830 Lawyers Glen Drive, Charlotte, NC 28227","Assisted Living, Memory Care","From $6,000",8,https://cdn.seniorly.com/images/1200x/8529094c3a6c0458486aaf3bea19cb7598791935/IMG_8784.jpeg,"Mint Hill Senior Living is a vibrant community dedicated to enhancing the lives of its residents through comprehensive care and engaging activities. At the heart of this community is a commitment to holistic well-being, ensuring that each resident enjoys a fulfilling lifestyle. The community offers an array of medical and care services, including 24-hour supervision and assistance with daily activ...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Somerset Court Of Rocky Mount,https://www.seniorly.com/assisted-living/north-carolina/rocky-mount/somerset-court-of-rocky-mount,"918 Westwood Drive, Rocky Mount, NC 27802",Assisted Living,"From $4,400",8,https://cdn.seniorly.com/images/1200x/c21ede5efeb33185fd0250b59497025cfc0bdc4e/Somerset%20Court%20Of%20Rocky%20Mount_01.jpeg,"Somerset Court of Rocky Mount is a senior living community that stands out for its commitment to providing exceptional care and medical services. Residents of Somerset Court benefit from on-site therapy, pharmacy, and provider services, ensuring that their health and wellness needs are met with the utmost professionalism and care. With a dedicated team of caregivers available 24/7, residents recei...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Yancey House,https://www.seniorly.com/assisted-living/north-carolina/burnsville/yancey-house,"6 Cooper Lane, Burnsville, NC 28714","Assisted Living, Memory Care","From $4,300",8,https://cdn.seniorly.com/images/1200x/d40f37286f215f54ae6c4788512e0041f9f74a5a/Yancey_House_Assisted_Living_Memory_Care-0321-1024x575.jpeg,"Yancey House stands as a beacon of care and community for seniors, offering an environment that prioritizes health and well-being. Nestled in a serene neighborhood, it is conveniently located near essential amenities such as Burnsville Family Medicine and Burnsville Pharmacy, ensuring residents have easy access to medical care when needed. The proximity to Yancey County Rescue Squad further provid...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Willow Ridge,https://www.seniorly.com/memory-care/north-carolina/charlotte/willow-ridge-assisted-living,"2140 Milton Road, Charlotte, NC 28215",Memory Care,"From $6,100",8,https://cdn.seniorly.com/images/1200x/6d12b90cbd8752ea70a04658cc2e7e49613a1d4c/IMG_8723.jpeg,"Willow Ridge Memory Care is a distinguished senior living community that is committed to providing exceptional care and support to individuals with Alzheimer's and other forms of dementia. The community is renowned for its personalized approach to memory care, ensuring that each resident receives the attention and assistance they need while retaining their independence. The dedicated staff at Will...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Country Time Inn,https://www.seniorly.com/assisted-living/north-carolina/kings-mountain/country-time-inn,"602 Brevard Road, Kings Mountain, NC 28086","Assisted Living, Memory Care","From $4,900",7.3,https://cdn.seniorly.com/images/1200x/2677a08361b2186011112baba1c29b44b8f5e93a/IMG_9893.jpeg,"Country Time Inn warmly welcomes residents to a community where care and comfort are paramount. Nestled in a vibrant neighborhood, the community is surrounded by essential conveniences such as Kings Mountain Hospital and Griffin Drug Center, both just a short drive away. Residents can also enjoy nearby cafes like Big Red’s Cafe, offering a delightful spot for a casual outing. The community is c...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,East Towne,https://www.seniorly.com/assisted-living/north-carolina/charlotte/east-towne,"4815 North Sharon Amity Road, Charlotte, NC 28205",Assisted Living,"From $6,000",7.3,https://cdn.seniorly.com/images/1200x/dd2490cc26d55a723f66176b821a0c9d80f97643/IMG_8440.jpeg,"East Towne is a welcoming senior living community that effortlessly combines a warm atmosphere with top-notch care and medical services. Nestled in a serene suburban area, East Towne is committed to providing its residents with a vibrant and engaging lifestyle. The community is renowned for its personalized approach to care, ensuring that each resident's unique needs are met with compassion and pr...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Cedar Mountain House,https://www.seniorly.com/assisted-living/north-carolina/brevard/cedar-mountain-house,"11 Sherwood Ridge Road, Brevard, NC 28712",Assisted Living,"From $4,600",7.3,https://cdn.seniorly.com/images/1200x/38fde5cd1662674957a7f1e3e1cea6420b189fa4/Screen%20Shot%202022-12-27%20at%2010.24.14%20AM.png,"Cedar Mountain House is a distinguished senior living community nestled in the serene surroundings of Brevard, North Carolina. Known for its expansive grounds and comprehensive care services, Cedar Mountain House provides a welcoming environment for its residents. The community is equipped with a robust health care system, offering services that include 12-16 hour nursing, medication management, a...",2
ALG Senior,https://www.seniorly.com/providers/alg-senior,Gardens At Sumter,https://www.seniorly.com/assisted-living/south-carolina/sumter/gardens-at-sumter,"2065 Mccrays Mill Road, Sumter, SC 29154","Assisted Living, Memory Care","From $4,200",6.8,https://cdn.seniorly.com/images/1200x/026d8c13438fa03c8c8dfdbc5056fe73768a5b5f/Screen%20Shot%202023-01-06%20at%202.15.58%20PM.png,"The Gardens at Sumter stands as a beacon of exceptional care, offering both assisted living and memory care services meticulously designed to cater to the unique needs of each resident. This community takes pride in crafting personalized care plans, ensuring that every individual receives the attention and support they require to thrive. With a focus on creating a safe and secure environment, The ...",2
